ENSMUSG_ID	r2	pval	qval	X.Intercept._est	duration4weeks_est	duration6weeks_est	duration8weeks_est	X.Intercept._pval	duration4weeks_pval	duration6weeks_pval	duration8weeks_pval	Symbol	Entrezid	Genename
ENSMUSG00000022685	0.848161441978286	5.60930457789488e-08	0.000725276253089066	-2.57325717398628	5.94510252980089	-0.173698450493102	1.7825266694546	8.41500345932388e-05	6.87827150016258e-08	0.806797320670483	0.0197679059161756	Parn	74108	poly(A)-specific ribonuclease (deadenylation nuclease)
ENSMUSG00000041324	0.833012094916811	1.3734279398686e-07	0.000725276253089066	-0.436271699142728	-2.8003626627173	2.21473487266982	1.06342641963944	0.310024011857274	8.99740167188832e-05	0.000939817530559137	0.0758598257659328	Inhba	16323	inhibin beta-A
ENSMUSG00000048332	0.826234019563042	1.9970434448656e-07	0.000725276253089066	1.62286151600313	-6.04814303608465	2.3067324339158	-1.2946981358094	0.0318791631516763	4.08663090711945e-06	0.0251057710498929	0.188298511924274	Lhfp	108927	lipoma HMGIC fusion partner
ENSMUSG00000059013	0.83025547679232	1.60220663520844e-07	0.000725276253089066	-1.39346986334723	4.91654640599583	-1.92459202732751	-0.34179769414934	0.026943281847776	5.33053667114535e-06	0.0243727236736638	0.668945148334484	Sh2d3c	27387	SH2 domain containing 3C
ENSMUSG00000032193	0.810465194642973	4.51914453465705e-07	0.00119858319945999	2.1874000982344	5.53371132401703	-13.0499489395745	-5.5328583338221	0.203904548614872	0.0237280725310812	1.38357996921512e-05	0.0237469317801981	Ldlr	16835	low density lipoprotein receptor
ENSMUSG00000042489	0.808617477623815	4.95043656416322e-07	0.00119858319945999	-0.187169009251029	0.979963567160179	-0.382767882105609	-0.0363610168800855	0.147172019357129	1.25271462119928e-05	0.0341490491023541	0.830649863669632	Clspn	269582	claspin
ENSMUSG00000015134	0.78906591406084	1.23385573229701e-06	0.00181240699125551	0.0537760372164979	-1.01528525549169	-0.191321039880989	0.0529484185486316	0.632019356804743	1.75920283485072e-06	0.216330742295761	0.727281877177194	Aldh1a3	56847	aldehyde dehydrogenase family 1, subfamily A3
ENSMUSG00000021096	0.786903331214042	1.35775677422638e-06	0.00181240699125551	-11.4912121046203	20.6752059347147	7.35964377433635	6.01480090099348	9.22168378246948e-06	1.81818344600497e-07	0.0106504825452358	0.0319798669295469	Ppm1a	19042	protein phosphatase 1A, magnesium dependent, alpha isoform
ENSMUSG00000022321	0.791448097477418	1.10913134165603e-06	0.00181240699125551	-4.00859314551704	15.234719571675	-2.24910060658531	-4.58305770647723	0.0592106413410327	1.97355586319926e-05	0.415972171002847	0.106490004435986	Cdh10	320873	cadherin 10
ENSMUSG00000060862	0.786659930601107	1.37237398663252e-06	0.00181240699125551	2.89825189368039	-5.26603884004315	4.5927104948524	1.55407574868744	0.00589741232050904	0.000532032085319042	0.00179123165498344	0.234594231335067	Zbtb40	230848	zinc finger and BTB domain containing 40
